lib_id,games
126963965,[22]
126992940,"[10, 2818, 25, 22, 112, 1041, 1161, 4723, 1216, 522, 1036, 149, 1144, 985, 1094, 2593]"
127058155,[22]
127072755,"[54, 106, 554, 545, 998, 390, 275, 10, 1, 955, 897, 25, 361, 623, 544, 203, 1145, 77, 84, 312, 18, 113, 160, 975, 105, 482, 1072, 1793, 1397, 449, 617, 529, 612, 499, 478, 163, 2432, 267, 963, 1994, 3451, 506, 606, 1101, 798, 495, 547, 905, 335, 1114, 1355, 1587, 986, 1327, 1030, 285, 1373, 289, 107, 295, 2273, 248, 280, 4, 284, 177, 999, 959, 313, 314, 315, 316, 1349, 1102, 611, 613, 1372, 1561, 1072, 961, 389, 139, 134, 206, 627, 628, 392, 279, 89, 444, 1398, 629, 573, 1220, 510, 558, 974]"
127074858,"[22, 124, 230, 145, 5, 424, 425, 426, 90]"
127117386,"[113, 22, 670, 327, 284, 716, 1303, 1304, 717]"
127117543,[22]
127208680,"[619, 113, 954, 971, 554, 3081, 1, 3309, 1426, 1890, 22, 551, 507, 1326, 4862, 24, 3347, 38, 39, 40]"
127218796,[22]
127220350,"[25, 375, 92, 1238, 161, 2525, 499, 791, 529, 150, 2684, 1422, 1333, 5, 311, 401, 638, 491, 1448, 72, 24, 1628, 479, 1892, 2392, 126, 173, 570, 10, 725, 978, 621, 1221, 1033, 1339, 447, 20, 3077, 1017, 993, 972, 1213, 974, 1744, 558, 990, 3634, 1899, 174, 2591, 2393, 1426, 1689, 3831, 9, 565, 1482, 1202, 1206, 1490]"
127261069,"[2780, 10, 4284]"
127272741,"[54, 499, 1948, 43, 1399, 184, 1397, 621, 109, 10, 553, 1, 203, 84, 727, 4, 617, 546, 1403, 2500, 3, 67, 2050, 161, 2475, 571, 1025, 973, 1017, 156, 25, 1320, 361, 1373, 19, 639, 22, 690, 394, 24, 89, 438, 90, 120, 177, 107, 529, 113, 5, 92, 442, 592, 324, 192, 2382, 290, 138, 210, 1813, 176, 847, 771, 992, 573, 418, 4367, 1002, 1561, 2392, 188, 1657, 1388, 671, 3095, 801, 1448, 3446, 17, 1596, 194, 1449, 972, 1200, 148, 1094, 1744, 174, 3125, 4368, 623, 1030, 1153, 4369, 1427, 247, 855, 560, 1667, 1668, 1005, 1186, 30, 31, 32, 206, 891, 764, 794, 38, 963, 558]"
127298726,[1404]
127311699,"[41, 1372, 203, 184, 657, 470, 34, 97, 136, 1, 351, 339, 727, 418, 499, 821, 137, 27, 410, 11, 1035, 194, 5, 111, 143, 1063, 14, 325, 7, 1457, 585, 16, 90, 1414, 466, 113, 505, 124, 455, 1776, 284, 285, 293, 59, 1230, 114, 1391, 1392, 96, 350, 100, 101, 151, 357, 358, 359, 376, 1731, 387, 388, 399, 89, 171, 118, 119, 432, 617, 891, 1644, 38, 39, 40, 507, 508, 511, 246, 535]"
127325079,"[1402, 54, 585, 1, 443, 511, 556, 1405, 3005, 18, 33]"
127335438,"[1372, 203, 1341, 2, 1410, 1, 4, 1399, 82, 225, 338, 25, 113, 501, 102, 22, 127, 161, 2245, 2384, 986, 568, 400, 1495, 3, 487, 563, 140, 288, 401, 1229, 1467, 2475, 1397, 514, 2132, 913, 16, 1020, 771, 2253, 4284, 306, 2964, 1521, 565, 1693, 156, 218, 1375, 1216, 1072, 573, 1398, 1511, 1198, 626, 324, 2704, 847, 1391, 1392, 88, 354, 4398, 4399, 1322, 1735, 30, 31, 32, 1736, 123, 1072, 1073, 1073, 1074, 1074, 1385, 4400, 50, 66, 4401, 564, 1331, 692, 2131, 3950, 75, 2705, 479, 495, 2706, 38, 39, 40, 2348, 2707, 1507, 1508, 1509, 1510, 725, 1490, 1512]"
127344335,"[22, 54, 81, 499, 89, 443, 225, 25, 10, 545, 1447, 657, 564, 1157, 529, 444, 2208, 798, 1076, 626, 612, 24, 613, 3990, 1448, 340, 778, 1614, 978, 557, 849, 192, 3339, 1327, 543, 156, 994, 681, 719, 454, 1604, 622, 1427, 975, 2590, 406, 522, 1403, 580, 688, 438, 449, 63, 566, 570, 202, 621, 611, 1380, 1191, 3035, 618, 1017]"
127426141,"[1435, 1071, 34, 1318, 1074, 928, 935, 1073, 1070, 397, 33, 1072, 1072, 1073, 1074, 18, 395, 396, 399, 11, 929, 930, 931, 932, 933, 818, 934]"
127461395,"[22, 54]"
127461743,"[76, 1017, 89, 1006, 963, 19, 438, 1449, 529]"
127475581,[2773]
127541532,[22]
127555883,"[331, 67, 329, 2805, 2004, 1112, 2282, 324, 2902, 130, 2629, 330, 1326, 2956, 113, 284, 285, 286, 3454, 3458, 1575, 4133, 3129, 1042, 1538, 2588, 1322, 1735, 1736, 382, 383, 3065, 384, 1264, 876, 877, 1123, 878, 879, 880, 68, 881, 119, 2909, 2910, 1817, 1543, 4394, 1207, 135, 73, 4067, 4068, 102, 2389, 2998, 1215, 4396, 1481, 1486, 537, 1142, 1741, 1143, 1047, 1088, 1057]"
127594108,"[10, 25, 1036, 565, 937, 529, 1041]"
127603833,"[22, 10, 444]"
127606511,[1374]
127628725,"[998, 163, 327, 408, 106, 126, 727, 25, 54, 987, 14, 1135, 955, 143, 43, 1495, 1021, 1145, 22, 1048, 425, 94, 132, 77, 161, 2, 105, 210, 988, 554, 114, 3080, 1, 4284, 231, 332, 443, 190, 1827, 424, 102, 1627, 442, 563, 65, 7, 501, 545, 891, 1072, 165, 127, 355, 1144, 1184, 119, 1023, 2886, 177, 185, 3510, 280, 232, 153, 176, 274, 296, 253, 1628, 1376, 551, 295, 1312, 1313, 1314, 999, 97, 5041, 1168, 1120, 1121, 1337, 957, 2758, 2480, 51, 64, 60, 45, 3140, 2082, 1179, 592, 2733, 151, 357, 360, 195, 380, 1072, 115, 961, 393, 4967, 426, 427, 2817, 441, 1029, 24, 465, 466, 1296, 1412, 4654, 502, 504, 507, 194, 529, 140]"
127693647,[10]
127697304,[10]
127706455,[10]
127724511,[10]
127788996,"[14, 43, 3563, 3252, 4290, 3128, 3535, 3564, 3565, 741, 1671, 852, 853, 854, 3254, 4356]"
127796104,[22]
127797363,[10]
127813787,"[1404, 597, 1977]"
127850470,"[43, 2618, 2751, 1311, 2005, 2368, 22, 16, 1095, 1828, 992, 2222, 1089, 165, 1902, 507, 1763, 1107, 2752, 1654, 2131, 2753, 184, 1331, 692, 2351, 2132, 2754, 1296, 1412]"
127851637,[22]
127890922,[22]
127894126,"[10, 552]"
127947215,"[22, 418]"
127948452,[54]
127974833,[10]
127977081,[10]
127987714,"[22, 1554, 1622]"
127992087,"[22, 54, 545, 847, 81, 402, 1614, 105, 5, 1057, 10, 558, 612, 611, 613, 25, 563, 444, 1221, 529]"
127992748,[22]
128019521,[14]
128025016,"[43, 1311]"
128034621,[1631]
128065805,"[43, 113]"
128135136,"[596, 1454]"
128135895,[10]
128173430,"[896, 897]"
128207897,"[22, 545, 529, 54, 125, 963, 25, 18, 449, 350, 10, 275, 250, 1030, 5, 444, 81, 2194, 606, 1450, 1310, 618, 13, 597, 991, 438, 1185, 843, 1888, 2428, 623, 596, 4458, 385, 4321, 1159, 290, 24, 1006, 1162, 593, 2277, 4459, 3361, 1001, 1200, 886, 3830, 1206, 1317, 2962, 2732, 4160, 2000, 2880, 1395]"
128236624,"[22, 289, 1179, 20, 565, 567, 558]"
128240584,"[10, 1040]"
128275106,[22]
128279487,[22]
128285073,[22]
128287411,"[22, 623]"
128292918,"[271, 281]"
128297600,"[22, 7, 1029]"
128319430,[22]
128329207,[1374]
128329977,[904]
128335681,[2517]
128342186,"[22, 10]"
128412180,[1374]
128430362,"[22, 556]"
128470551,"[501, 7, 280, 293, 247, 2133, 393, 657, 1994, 129, 986, 29, 1828, 2049, 1073, 644]"
128478373,[22]
128491811,[22]
128536244,[22]
128546479,[10]
128570709,"[1019, 1022]"
128593044,"[22, 1029, 112, 2253, 984, 156, 1001, 69, 4292, 577, 52, 309, 839, 3914, 591, 179, 418, 67, 68, 171, 118, 3691, 150, 4980, 2651, 1207, 768, 72, 235, 715, 3837, 801, 237, 530, 531, 532, 533]"
128608678,"[1885, 1024, 300, 67, 1326, 143, 443, 1560]"
128651888,"[232, 963, 443, 499, 618, 992, 34, 1751, 1041, 442, 623, 22, 126, 2027, 976, 975, 1036, 19, 420, 10, 1377, 620, 2061, 529, 1439, 3134, 4390, 2526, 24, 3769, 2567, 399, 1440, 966, 558]"
128653133,"[1213, 1310, 1317]"
128681412,[1]
128706580,[725]
128784125,[10]
128790593,"[1, 1408, 727, 184, 54, 102, 486, 556, 905, 10, 22, 1040, 67, 188, 801, 891, 879]"
128792215,[2668]
128817246,[10]
128831281,[22]
128868128,[22]
128925610,"[22, 11, 1414, 1040, 566, 989, 979, 529, 5, 25, 24, 564, 980, 3036, 1185, 7, 620, 1140, 623, 553, 1693, 21, 2618, 54, 626, 994, 1376, 522, 20, 2114, 2262]"
128934005,"[22, 623, 1157, 3035, 553]"
128937352,[25]
128956830,"[14, 11, 1631]"
128964236,"[2303, 601, 869, 603]"
128995325,[22]
129006700,[1895]
129019336,[1752]
129081996,"[2005, 2660, 504, 22, 7, 1449, 1043, 2022, 10, 478, 2222]"
129102620,"[22, 25, 529, 10, 54, 554, 558]"
129114153,"[22, 54, 529, 994, 1017, 1339, 990, 1207]"
129117376,"[568, 10, 1415, 78, 443, 25, 77, 247, 2, 438, 998, 54, 727, 798, 1028, 478, 1006, 300, 146, 1139, 112, 1099, 981, 482, 545, 1558, 187, 609, 1551, 978, 491, 1795, 529, 2475, 100, 208, 164, 129, 115, 1162, 89, 1030, 26, 590, 1098, 1145, 3, 1168, 479, 1399, 1892, 606, 499, 4, 563, 1029, 567, 546, 1027, 2837, 19, 96, 1447, 289, 605, 1151, 2191, 194, 2055, 1361, 1216, 1857, 924, 522, 161, 171, 963, 1547, 2565, 2091, 1048, 1628, 771, 626, 1395, 1560, 1357, 511, 1334, 984, 770, 469, 1210, 259, 1200, 4723, 2070, 1389, 1094, 558, 2056, 2133, 970, 24, 1213, 291, 999, 719, 1018, 1041, 381, 169, 1001, 1377, 890, 891, 2589, 1031, 1149, 2181, 715, 1693, 2190]"
129128224,[1374]
129162036,"[54, 5, 981]"
129177552,[22]
129211317,"[554, 106, 92, 11, 801, 27, 14, 653, 13]"
129221732,[22]
129240163,"[1, 805, 75]"
129240324,[43]
129272742,[1334]
129300430,"[558, 606, 992, 3350, 1214, 2445, 1375, 1376, 1196, 859, 24, 559, 560]"
129339750,[22]
129356429,[43]
129364343,"[54, 1373, 22, 102, 568, 1017, 623, 565, 1448, 607, 3365, 42, 2396]"
129371925,"[22, 612, 54, 10, 611, 613]"
129391396,"[1827, 1101, 92, 857, 771, 1102, 184, 25, 554, 10, 1072, 270, 1072]"
129425022,"[611, 612, 613]"
129449377,[1374]
129452387,"[281, 271]"
129466241,"[340, 24]"
129478138,"[1142, 113, 537, 4, 22, 1741, 293, 184, 5, 235, 1143, 285, 114, 97, 124, 331, 230, 145, 101, 151, 357, 358, 359, 30, 31, 32, 388, 424, 425, 426, 90, 432, 81, 466, 507, 511, 246, 11, 928, 929, 930, 931, 932, 933, 818, 934, 935]"
129478920,"[22, 1659]"
129501816,"[163, 106, 54, 184, 25, 295, 443, 112, 554, 3155, 963, 177, 623]"
129520075,"[1090, 1101, 1102, 18, 1091, 1092]"
129522238,"[22, 7]"
129525006,[22]
129585692,[10]
129602040,[22]
129634406,"[22, 10]"
129647095,[22]
129659946,"[1020, 1158]"
129704982,"[545, 10, 214]"
129720834,[3195]
129724065,[1374]
129743598,[10]
129762577,[22]
129795122,"[3503, 49]"
129796010,[1374]
129808247,[4373]
129825010,[529]
129862640,[22]
129873202,[262]
129885479,[905]
129910954,[22]
129922806,[22]
129925351,"[7, 568, 499, 657, 2430, 46, 1736, 393, 1145, 1735, 19, 463, 727, 3100, 1322, 372, 807, 25, 5, 891, 2429, 2153, 4644, 4837, 4769, 4684, 2155, 2160]"
129926253,"[22, 1026, 588, 1326]"
129928069,[1158]
129966650,"[163, 897, 25, 362, 275, 177, 225, 295, 623, 280, 296, 274, 559, 340, 2385]"
129982462,[771]
130021142,"[486, 54]"
130029851,[22]
130051338,"[22, 1515, 1026, 3707, 54, 444, 975, 1361, 1828, 1144, 618, 1784]"
130057540,"[22, 54, 511]"
130062637,[22]
130133036,[1751]
130145396,[453]
130146848,"[22, 1374]"
130201800,"[551, 1, 529, 585, 1029, 10, 1426, 1017, 22, 1427, 1319, 75, 38]"
130247011,[22]
130280718,"[10, 1376, 54, 25, 443, 466, 22, 529, 24, 1028, 1114, 1318, 551, 597, 1395, 20, 1029, 1031]"
130290346,[10]
130299876,"[544, 547]"
130303679,"[1482, 606, 1973, 1098, 563, 1194, 564, 971, 573, 605, 568, 569]"
130312302,"[54, 89, 1, 138, 82, 140, 97, 92, 163, 94, 585, 143, 14, 230, 127, 96, 1775, 123, 10, 517, 22, 124, 137, 171, 2191, 1063, 43, 429, 524, 418, 77, 106, 417, 905, 25, 1029, 508, 118, 1560, 23, 2372, 283, 350, 259, 293, 177, 807, 280, 267, 442, 64, 798, 2070, 890, 2056, 51, 563, 295, 1779, 60, 45, 1064, 1065, 111, 166, 1030, 16, 169, 1774, 1076, 1077, 1078, 975, 2744, 2743, 109, 819, 819, 901, 901, 2167, 2167, 902, 902, 1296, 1412, 1811, 1902, 235, 771, 38, 39, 40, 2190]"
130315685,[10]
130324181,"[22, 54, 1258, 554, 88, 25, 514, 1447, 1555, 558, 986, 443, 10, 92, 612, 106, 1026, 499, 529, 611, 267, 613, 545, 621, 1515, 727, 570, 556, 978, 623, 438, 1089, 891, 19, 24, 567, 573, 2348, 618, 522, 1017]"
130342360,"[1158, 1402]"
130351904,"[22, 10, 5, 1041, 381, 1189]"
130369238,"[81, 988, 1631, 275, 444, 2610, 54, 563, 987, 1030, 10, 3035, 623, 558, 290, 959, 2857]"
130378178,[22]
130431476,[11]
130440628,[22]
130452748,[22]
130460859,"[106, 327, 1025, 43, 112, 623, 22, 63, 1373, 420, 2722, 50, 727, 52, 839, 1179, 1710, 591, 578, 4, 179, 1683, 66, 1721, 575, 67, 68, 69, 891, 768, 72, 109, 819, 819, 901, 901, 2167, 2167, 902, 902, 1296, 1902, 1555, 801, 4353, 1554, 1622, 1375, 1424, 1425, 1508, 1490, 1133]"
130470206,"[7, 553, 22]"
130475480,"[113, 285]"
130534025,"[617, 2479, 113, 1227, 1880, 1127]"
130547869,"[1, 4, 46, 88, 433, 1145, 511, 43, 3, 2964, 605, 38, 39, 40]"
130553575,[22]
130581074,[22]
130678525,"[22, 1480, 1192]"
130742617,[22]
130753596,"[1096, 1020]"
130758906,"[22, 994, 1991]"
130764464,"[22, 54, 444, 2061, 788, 1998, 1767, 1184, 1026, 1781, 800]"
130810920,[22]
130851836,[22]
130882834,"[22, 54, 1184, 2207, 248, 529]"
130931340,[10]
130933471,[225]
130941814,[10]
130950166,[22]
130954987,[670]
130993597,"[1036, 1041]"
131023125,"[1, 980, 529, 19, 22, 1040, 1172, 10, 970, 29, 568, 562]"
131032344,"[5, 77, 554, 422, 11, 14, 529, 511, 143, 565, 10, 623]"
131061056,"[10, 22]"
131096906,[10]
131130328,"[2336, 2345, 1912, 5049, 3300, 5050, 5051, 5052, 1911, 5053, 5054, 5055, 5056, 1914]"
131203306,[22]
131217195,[22]
131227682,"[54, 281, 271, 801, 2304, 1748, 1969, 1515, 905, 523, 1228, 529, 300, 3348, 1305]"
131227694,"[54, 184, 84, 229, 524, 839, 171, 22, 1326, 1367, 67, 1047, 1368, 1352, 145, 1369, 1370, 68, 1371, 896, 897]"
131237387,[22]
131296919,[10]
131311166,[22]
131334429,[10]
131348564,"[998, 499, 113, 43, 473, 1, 408, 1111, 4497, 165, 25, 1264, 1124, 529, 3315, 54, 511, 327, 24, 1399, 516, 16, 10, 478, 506, 250, 92, 184, 727, 4, 608, 3158, 558, 3742, 429, 2208, 255, 156, 247, 205, 1446, 1797, 4498, 897, 896, 2487, 335, 1547, 2191, 332, 136, 1999, 225, 1388, 992, 503, 444, 1377, 583, 623, 1482, 1417, 77, 2619, 18, 851, 1830, 1617, 1308, 642, 978, 1216, 1094, 241, 649, 522, 559, 107, 284, 1312, 1313, 1314, 999, 545, 13, 33, 1552, 3361, 206, 891, 443, 1296, 1412, 1299, 1300, 75, 567, 38, 39, 40, 1489, 963]"
131360546,[22]
131377772,"[1090, 1091, 1092, 10]"
131386705,"[54, 1072, 22, 444, 5, 545, 25, 568, 1074, 1580, 1211, 18, 1639, 1891, 13, 33, 1072, 1073, 1073, 1074, 623, 563, 92, 24, 529, 558]"
131394043,"[1091, 1092, 1090]"
131406060,[81]
131407045,[10]
131444737,"[54, 727, 22, 10, 998, 801, 102, 203, 129, 1151, 564, 100, 1326, 1168, 558, 229, 324, 1720, 722, 25, 746, 1449, 24, 346, 119, 1357, 1207, 2821, 438, 529, 93, 1030, 1382, 1376, 999, 1888, 1689, 2301, 891, 1220]"
131463112,"[612, 54, 499, 10, 892, 250, 90, 156, 992, 22, 3361, 214, 5, 613, 18, 13, 905, 529, 177, 188, 1383, 1024, 163, 295, 65, 611, 590, 592, 33, 967, 693, 896, 897, 1798, 801, 558]"
131465743,[54]
131473057,"[24, 1795, 22, 557, 558, 986, 438, 1207]"
131481418,[43]
131533123,[10]
131539267,"[2430, 965, 1828, 623]"
131610144,"[22, 54, 10, 554, 76, 612, 5, 443, 18, 529, 82, 992, 1045, 92, 1090, 105, 125, 143, 124, 1091, 343, 1, 118, 4437, 33, 13, 25, 121, 77, 1104, 613, 611, 597, 1092, 596, 1006, 556, 592, 593, 905]"
131613117,[10]
131690275,"[22, 5]"
131712986,"[1041, 529]"
131730206,[22]
131732878,[10]
131785763,"[10, 25, 54, 499, 5, 1973, 2253, 558, 1325, 568, 529, 994, 1099, 1657, 335, 22, 1029, 978, 1005, 20, 7, 81, 1380, 967, 620, 1857, 1885, 1644, 605, 1326, 1689, 972, 1176, 1017, 564, 2411, 622, 971, 608, 1217, 479, 1138, 626, 997, 290, 549, 970, 570, 1010, 1177, 1687, 1975, 565, 262, 543, 248, 966, 2619, 553, 1224, 963, 974, 569]"
131876863,"[479, 1210, 2253, 1376, 569, 10, 58, 563, 1001, 1137, 562, 22, 1326, 626, 13, 994, 970, 2623, 2304, 1834, 2262, 1689, 1094, 1151, 74, 553]"
131912265,"[1359, 529, 1209, 605]"
131929080,[673]
131940023,"[106, 46, 163, 1937, 998, 1980, 512, 4, 2431, 1, 2, 113, 522, 243, 487, 78, 2411, 2432, 623, 184, 48, 1110, 88, 29, 994, 13, 1795, 7, 76, 563, 529, 565, 22, 54, 2271, 341, 290, 905, 2298, 1029, 400, 1145, 551, 1959, 25, 567, 177, 2433, 1556, 583, 511, 296, 280, 274, 612, 2434, 295, 1312, 1313, 1314, 999, 611, 613, 545, 1985, 30, 31, 32, 597, 1692, 2273, 75, 38, 39, 40, 1506, 981]"
131948270,"[1088, 1047, 523]"
131949880,[22]
131962554,"[1451, 529, 5, 975, 1095, 522]"
131963274,[22]
131973876,"[621, 998, 554, 570, 1449, 1326, 65, 76, 184, 1041, 1939, 1, 287, 10, 1036, 13, 1179, 2206, 2207, 999, 1960, 1961, 1962, 1963, 24, 75, 38, 39, 40]"
131995566,[10]
132008856,"[22, 5]"
132014951,"[10, 54, 558, 623, 443, 24, 565, 529, 573, 992, 177, 1387, 1157, 248, 966, 606, 29, 967, 977, 289, 163, 280, 719, 295, 718, 1422, 1132, 567, 963]"
132044394,[22]
132057825,"[612, 611, 613]"
132111476,[22]
132116602,[10]
132118265,"[1006, 1005, 1099, 20, 529]"
132180557,"[1748, 461, 271, 798, 82, 54, 10, 1342, 77, 281, 275, 89, 340, 225, 193, 25, 558, 2498, 123, 959, 13, 362, 363]"
132191842,[10]
132196353,"[22, 54, 568, 10, 553, 5, 608, 13, 565, 156, 499, 564, 394, 248, 623, 1017, 118, 1577, 529, 2531, 905, 1085, 622, 1599, 324, 552, 592, 824, 1013, 4477, 1518, 1617, 1326, 3401, 1667, 1668, 1873, 335, 590, 2090, 1837, 1792, 593, 3812, 1989, 444, 1015, 1383, 596, 597, 693, 566, 971, 2007, 906, 1144, 4478, 4479, 4480, 4481, 4482, 4483, 4484, 4485, 4486, 4487, 4488, 4489, 4490, 4491, 4492, 4493, 814, 1375]"
132258726,[1158]
132277897,"[22, 10, 1151]"
132286953,[22]
132300630,"[54, 25, 76, 1626, 443, 2500, 43, 998, 84, 1748, 184, 18, 81, 1, 232, 2496, 177, 92, 478, 499, 82, 110, 233, 89, 250, 94, 447, 281, 130, 408, 798, 106, 1310, 88, 173, 146, 466, 235, 727, 482, 444, 345, 271, 1234, 545, 10, 324, 1216, 516, 194, 132, 2023, 251, 161, 129, 5, 163, 1440, 1028, 771, 115, 551, 1513, 190, 1278, 119, 805, 293, 77, 1399, 791, 112, 502, 156, 192, 1036, 992, 2151, 2886, 681, 814, 205, 529, 4874, 1025, 267, 473, 234, 295, 1312, 1313, 1314, 999, 583, 1667, 1668, 3017, 13, 590, 1041, 1315, 380, 1072, 1072, 3025, 3008, 107, 139, 134, 206, 1235, 415, 416, 2907, 785, 891, 3461, 3462, 150, 638, 1296, 1317, 1851, 1031, 1439, 715, 38, 39, 40, 509, 3043]"
132313154,[22]
132353043,"[10, 994, 719, 905]"
132366413,[2416]
132381775,"[22, 54]"
132418423,"[54, 1, 1090, 106, 4, 2973, 1564, 18, 22, 10, 89, 1091, 1092, 30, 31, 32]"
132593770,"[1310, 11, 1102, 127, 121, 14, 222, 905, 1473, 1101, 1317]"
132708032,[137]
132732817,"[4370, 54, 1214]"
132748085,"[54, 10, 558, 1, 992, 1090, 563, 5, 156, 381, 25, 166, 22, 1448, 1119, 546, 1091, 163, 565, 1233, 570, 619, 978, 184, 1185, 1132, 590, 1589, 1149, 55, 892, 118, 897, 24, 13, 1316, 1092, 1326, 618, 1017, 596, 205, 438, 2408, 1157, 1837, 444, 214, 1033, 1880, 573, 963, 693, 3820, 1013, 3017, 905, 529, 642, 2208, 560, 448, 1118, 303, 1994, 1395, 972, 975, 906, 295, 623, 1319, 2732, 962, 593, 2061, 824, 1166, 3543, 1006, 1390, 2277, 559, 1030, 3778, 3000, 597, 896, 566, 4160, 1117, 1784, 2880]"
132757318,[227]
132784716,"[1158, 1683]"
132800758,[22]
132840940,"[22, 5, 859]"
132852256,"[612, 611, 956, 613]"
132875638,[529]
132917640,"[54, 22]"
132927208,"[1102, 1101, 529]"
133024750,"[22, 54, 1020, 443, 76, 4, 2330, 568, 444, 727, 986, 34, 558, 545, 18, 10, 1397, 612, 611, 613, 1409, 4091, 33, 883, 891]"
133033659,[22]
133048797,[10]
133149797,"[612, 611, 613, 614, 615, 616]"
133169378,[22]
133215334,[22]
133217805,[1158]
133228469,"[102, 998, 1669, 514, 130, 25, 992, 999, 1315, 1675]"
133231400,"[1040, 22]"
133234931,"[10, 22, 499, 20, 381]"
133237267,[22]
133262375,[22]
133267799,[22]
133268317,"[22, 2430, 5, 88, 77, 2423, 54, 575, 106, 552, 137, 1994, 1910, 13, 2388, 1997, 975, 248]"
133268706,"[22, 438, 54, 619, 1040, 564, 5, 1026, 612, 611, 613, 545, 443, 105, 937]"
133273541,[22]
133298634,[22]
133313288,[1557]
133328129,[10]
133355027,[617]
133378280,"[2, 106, 76, 998, 1, 10, 999, 75, 38, 39, 40]"
133387630,[22]
133402780,[10]
133404545,"[545, 1, 92, 54, 102, 610, 514, 461, 529, 130, 986, 647, 75, 40, 2348]"
133407060,[22]
133422169,"[998, 992, 2984, 798, 25, 501, 10, 82, 443, 54, 568, 444, 529, 222, 1029, 184, 575, 1041, 551, 978, 327, 161, 1030, 4413, 1359, 227, 623, 275, 2990, 607, 33, 324, 546, 1006, 1132, 1377, 2768, 1977, 136, 567, 1784, 89, 559, 289, 606, 1313, 999, 2985, 3851, 3852, 2986, 612, 611, 613, 545, 614, 548, 615, 1315, 2357, 976, 389, 107, 390, 139, 134, 206, 627, 628, 392, 279, 406, 9, 5, 150, 92, 616, 718, 629, 2769, 2446, 963]"
133439311,"[184, 1183, 67]"
133439936,"[499, 554, 1, 25, 250, 10, 798, 1028, 801, 184, 727, 239, 150, 22, 180, 156, 106, 241, 247, 46, 107, 139, 134, 206, 34, 399, 89, 90, 1994, 608, 891, 92, 228, 1031, 38, 39, 40, 508, 11]"
133459021,[5]
133517515,"[610, 11]"
133534893,"[1020, 22, 552]"
133547462,[22]
133553031,[10]
133573140,"[54, 1030]"
133609786,[22]
133676441,[22]
133680143,"[819, 333, 4952, 2311, 2591, 1744, 4953, 1451, 819, 1216]"
133688603,[1752]
133719158,"[22, 1036, 324, 1041, 1026, 967, 2791]"
133729675,[22]
133794741,[43]
133800100,[22]
133885796,"[10, 551, 780]"
133938767,"[3471, 568, 5, 552, 896, 1450, 583, 1154, 556, 559, 13, 978, 985, 1200, 19, 897, 2531, 529]"
133964193,"[22, 1372, 955, 54, 612, 611, 613, 545, 1391, 1392, 961]"
133990456,[22]
133997970,"[84, 501, 554, 156, 25, 5, 102, 241, 1652, 205, 1041, 1028, 171, 1468, 106, 250, 306, 545, 1140, 72, 998, 999, 2710, 1036, 1068, 1816, 71, 1031, 2178, 2181]"
134003545,[762]
134017049,"[897, 1016, 1011, 1014, 896]"
134078373,[10]
134086280,[1374]
134127685,"[10, 22, 5]"
134213189,"[499, 1, 25, 482, 5, 22, 545, 10, 529, 161, 563, 605, 38]"
134223421,"[10, 54, 443, 50, 25, 161, 5, 1320, 2208, 225, 22, 4, 971, 826, 556, 402, 1502, 66, 565]"
134224287,"[10, 22, 54, 529, 545, 225, 5, 390, 619, 548, 161, 206, 556, 335, 558]"
134225377,[1821]
134247395,[22]
134258069,[1521]
134274586,"[1355, 10, 1349, 1374, 22, 529, 552]"
134282559,[22]
134322141,"[25, 558, 10, 65, 43, 1019, 54, 5, 443, 1, 64, 529, 1904, 568, 51, 547, 4410, 140, 81, 1028, 50, 1349, 135, 1572, 466, 92, 14, 1119, 492, 237, 1057, 499, 869, 163, 1397, 1355, 106, 23, 1041, 544, 2009, 1276, 194, 444, 109, 2411, 4442, 2393, 897, 1107, 2864, 1807, 177, 324, 150, 1399, 58, 225, 45, 1053, 567, 1327, 910, 4499, 156, 1334, 626, 2266, 1094, 3451, 101, 3666, 72, 973, 2575, 4902, 1453, 2405, 2148, 18, 583, 2199, 689, 594, 3531, 74, 3039, 2415, 976, 1336, 280, 7, 274, 295, 3246, 28, 290, 60, 1319, 623, 1181, 967, 1908, 2422, 296, 3445, 1382, 1005, 1120, 1121, 1122, 3146, 2225, 556, 335, 559, 13, 340, 145, 1036, 3726, 592, 2094, 151, 357, 358, 359, 1151, 1432, 1385, 6, 35, 36, 2492, 2493, 66, 2977, 1200, 210, 2006, 1022, 2403, 2483, 2484, 2485, 1398, 1844, 71, 2165, 1296, 3528, 1031, 1149, 38, 39, 40, 2494, 1117, 1118, 618, 1087, 530, 531, 532, 533, 963, 607, 2200, 2495, 2467]"
134337915,[2773]
134416946,[2430]
134448504,[22]
134452836,[11]
134471670,[10]
134482539,"[125, 2144]"
134516625,"[43, 54, 15, 11, 150, 50, 97, 1040, 27, 380, 5, 94, 298, 324, 1626, 2191, 3397, 92, 16, 653, 23, 321, 325, 1036, 4, 30, 31, 32, 82, 107, 139, 134, 206, 66, 410, 1347, 2744, 2743, 109, 819, 819, 901, 901, 2167, 2167, 902, 902, 1296, 1412, 1811, 1902, 167, 476, 231, 1753, 1614, 194, 1276]"
134549707,[22]
134590374,[22]
134615317,[22]
